seed,episode,return,cumulative_reward,ttm,total_steps,question_accuracy,content_rate,blueprint_adherence,post_content_gain,post_content_gain_video,post_content_gain_PPT,post_content_gain_text,post_content_gain_blog,post_content_gain_article,post_content_gain_handout,final_mastery,mean_frustration
0,5,69.557602946517,69.557602946517,140,140,0.8974358974358975,0.44285714285714284,0.7846153846153846,0.05394600650854905,0.07914058084317291,0.06633252404827077,0.04444109833464456,0.05049562271078318,0.043961552888423544,0.03527150256035157,0.4295232876440309,0.041
0,6,17.330576701691946,17.330576701691946,85,85,0.4897959183673469,0.4235294117647059,0.8489795918367347,0.0444997356483639,0.07986828415270775,0.0432685787785522,0.010683986161006201,0.04043654645560907,0.06266671290889039,0.022672887803407732,0.4094994110011599,0.4945882352941175
0,7,78.3630800107825,78.3630800107825,140,140,0.975,0.42857142857142855,0.7250000000000001,0.05327162275102659,0.06304786633240339,0.06186267596804291,0.0396568142167094,0.05579751629884226,0.04812855632025897,0.04388748187697496,0.45900067839404357,0.009714285714285717
0,8,21.87463705752728,21.87463705752728,81,81,0.5897435897435898,0.5185185185185185,0.8615384615384616,0.050784254880528255,0.07794895835360852,0.06051647986880171,0.031519118018467886,0.04705609258260432,0.047245459089482425,0.032817045646154556,0.4001882720052869,0.27061728395061724
0,9,49.05916346572974,49.05916346572974,140,140,0.7571428571428571,0.5,0.7285714285714286,0.04923539993972382,0.0679194966117965,0.055308459536347755,0.032215799809161394,0.05409915506369741,0.04936513312630501,0.04212818169912672,0.44135295131525304,0.19571428571428587
0,10,39.33046316552903,39.33046316552903,140,140,0.5694444444444444,0.4857142857142857,0.8027777777777778,0.050285979840026224,0.07464840751127137,0.05287838172699975,0.03753081658340358,0.0504381110878324,0.0404062108340471,0.024220324768498273,0.43983868350243627,0.18378571428571436
0,11,2.1658820393294884,2.1658820393294884,32,32,0.3157894736842105,0.40625,0.8210526315789474,0.032966427243559346,0.05066476708090864,0.04378945340243133,0.0,0.03433536493505329,0.03830508033830797,0.006897173286499192,0.32086076054509305,0.5162500000000001
0,12,44.74691865131433,44.74691865131433,140,140,0.6986301369863014,0.4785714285714286,0.8246575342465754,0.05086325223726429,0.07881079334102159,0.055236978731164094,0.039547319567427144,0.05447894071541744,0.046551489379774415,0.0394188445549341,0.4054484365238754,0.33285714285714263
0,13,6.406308404214242,6.406308404214242,38,38,0.4230769230769231,0.3157894736842105,0.8615384615384616,0.03457154667681087,0.07820784167392564,0.030024748051095174,0.005592778470758675,0.00044304943949025066,0.02023308650408749,0.04883622911009275,0.3310854992572883,0.4178947368421053
0,14,0.08476068864297914,0.08476068864297914,32,32,0.25,0.5,0.8375,0.04919850891952829,0.0,0.06568241804788633,0.0,0.04510862134423361,0.047126592888644084,0.05399152671586501,0.29036616680332394,0.5549999999999999
0,15,-0.804134863436123,-0.804134863436123,18,18,0.2727272727272727,0.3888888888888889,0.49090909090909096,0.029866481492519883,0.052675743245788165,0.0,0.026980376285345387,0.0,0.0,0.025881850183301126,0.2795217639565676,0.523888888888889
0,16,74.34729533068942,74.34729533068942,140,140,0.922077922077922,0.45,0.8155844155844156,0.05534710206296723,0.07597284544630954,0.06589506124459164,0.04359953052438407,0.0482627629510906,0.04088380017021323,0.030053207745559585,0.48077375001490635,0.011571428571428573
0,17,56.084671308527454,56.084671308527454,140,140,0.7532467532467533,0.45,0.8155844155844156,0.044535777637408736,0.06024536015616677,0.05494985223116233,0.030703082054996243,0.04989572642282675,0.04913248114292345,0.03183541059604488,0.47084531507393373,0.1255714285714286
0,18,40.89773270592319,40.89773270592319,140,140,0.6153846153846154,0.44285714285714284,0.7589743589743589,0.047012273634003836,0.06565375756649885,0.05590822257188416,0.04048520529038864,0.0502283662515576,0.03560086601098906,0.030622051650363233,0.4235926491319253,0.3383571428571429
0,19,82.23660981594644,82.23660981594644,140,140,0.9032258064516129,0.3357142857142857,0.7655913978494624,0.05815900445634115,0.09032580046745893,0.06884760199261125,0.05658074950253296,0.04803586987737588,0.0350202403086336,0.03603560953063865,0.4748675242025746,0.034571428571428586
0,20,58.111968398761135,58.111968398761135,140,140,0.7252747252747253,0.35,0.7516483516483516,0.04424343426405439,0.0518371145154082,0.04754241301716077,0.056888233356475824,0.0480635424100247,0.03972467160648706,0.030994827926318535,0.4425017827211116,0.16064285714285723
0,21,75.40297169758149,75.40297169758149,140,140,0.8941176470588236,0.39285714285714285,0.8352941176470589,0.05455744893631361,0.06897233157889335,0.07150343621716862,0.03959600083187285,0.0515759262652703,0.051664792036805185,0.037758361756144214,0.454808284397657,0.03328571428571429
0,22,1.57218127768806,1.57218127768806,32,32,0.25,0.5,0.7625,0.059480793902652644,0.08968518452432826,0.08943473408930815,0.03788976964669985,0.062308340030350906,0.03922732682331667,0.050292569260936115,0.3297008090339015,0.43937500000000007
0,23,64.87361752105842,64.87361752105842,140,140,0.788235294117647,0.39285714285714285,0.8352941176470589,0.048323491725632536,0.06755922100505792,0.04775608895262767,0.04498453679926917,0.05311294592779626,0.05285033675082798,0.03444306760015452,0.49013005501827206,0.07435714285714289
