seed,episode,return,cumulative_reward,ttm,total_steps,question_accuracy,content_rate,blueprint_adherence,post_content_gain,post_content_gain_video,post_content_gain_PPT,post_content_gain_text,post_content_gain_blog,post_content_gain_article,post_content_gain_handout,final_mastery,mean_frustration
1,5,3.5181260871825897,3.5181260871825897,35,35,0.3333333333333333,0.4,0.8666666666666667,0.04392322315469653,0.06235056772075201,0.04875536053286191,0.06260733322869852,0.05401769088563465,0.020095909820806945,0.03196526053282682,0.3235739400374547,0.4865714285714284
1,6,64.36376024844357,64.36376024844357,140,140,0.8732394366197183,0.4928571428571429,0.8647887323943662,0.04779609727840668,0.05852524073049158,0.0643600700572382,0.031026589350649416,0.04546409334188018,0.04074587755429442,0.03341179465613063,0.5102122174173069,0.028214285714285723
1,7,52.74275298183759,52.74275298183759,140,140,0.7368421052631579,0.45714285714285713,0.7684210526315789,0.05039255370259744,0.062491284880901075,0.0560119524882405,0.03913129220704829,0.05692298639345561,0.04546315542763311,0.04060189335809982,0.4694575804844865,0.10128571428571428
1,8,5.93633812842048,5.93633812842048,40,40,0.3888888888888889,0.55,0.8111111111111111,0.04625787744337216,0.06959273331834359,0.046197593537488035,0.04221542262147259,0.06324705754457902,0.031975596039521326,0.017184654947389102,0.31379112149723787,0.437
1,9,17.98847494242349,17.98847494242349,61,61,0.5384615384615384,0.36065573770491804,0.9179487179487179,0.06349606277806608,0.09797003958934969,0.02522349065862317,0.054847858005116684,0.08163722306513738,0.055217454809398915,0.04466579669112484,0.3319209493112216,0.2578688524590164
1,10,1.303704743392259,1.303704743392259,24,24,0.23529411764705882,0.2916666666666667,0.9058823529411765,0.039230065157965024,0.0,0.04495588831698308,0.0,0.03493569778870149,0.0,0.0,0.26827663728195555,0.49999999999999994
1,11,6.918170589496026,6.918170589496026,49,49,0.4444444444444444,0.4489795918367347,0.7185185185185186,0.0519821374724061,0.06547248102596093,0.05751881627060531,0.05012340575459108,0.0440073264632706,0.05439019875018723,0.011290733482224341,0.3292613850634958,0.44857142857142857
1,12,60.67769184644908,60.67769184644908,140,140,0.8055555555555556,0.4857142857142857,0.788888888888889,0.06188273526408733,0.07945019561475274,0.07213834793245444,0.04200360517853753,0.03969593472837142,0.05270340218615789,0.04163080849972359,0.4838970525417058,0.033928571428571426
1,13,49.2448963854449,49.2448963854449,140,140,0.6962025316455697,0.4357142857142857,0.6911392405063291,0.05587711558666235,0.0828991136871248,0.06758171582141012,0.03409045735362248,0.056240545252675585,0.0384489565134721,0.05514080024938178,0.4360066920927458,0.2031428571428573
1,14,6.307128458639692,6.307128458639692,48,48,0.5,0.4166666666666667,0.6857142857142857,0.025786927927810576,0.04830265019035696,0.04740458988573248,0.020812061550306633,0.010946130026968925,0.0,0.006346821992677658,0.3538412038546165,0.6122916666666666
1,15,81.97678491388679,81.97678491388679,140,140,0.9213483146067416,0.36428571428571427,0.8382022471910113,0.049692277002837106,0.06591689051071037,0.0632886592048668,0.03368194029355006,0.05310433159776602,0.04157241041691078,0.035915543460625796,0.43749779762349345,0.02028571428571429
1,16,3.5089342011963556,3.5089342011963556,35,35,0.3333333333333333,0.4857142857142857,0.9555555555555556,0.039568393403025454,0.09725621071586454,0.03666218025139378,0.004188969243920246,0.05724869350365173,0.04042195879727663,0.02586495004477088,0.2690191890308105,0.535142857142857
