seed,episode,return,cumulative_reward,time_to_mastery,total_steps,question_accuracy,content_rate,blueprint_adherence,post_content_gain,final_mastery,mean_frustration
0,1,55.97946510860124,55.97946510860124,140,140,0.0,0.65,81.7687074829932,0.0,0.4880795180797577,0.0487142857142857
0,2,43.47680050113322,43.47680050113322,140,140,0.0,0.6357142857142857,76.99346405228759,0.0,0.5012829899787903,0.08935714285714287
0,3,15.933968433148888,15.933968433148888,99,99,0.0,0.5656565656565656,83.25581395348837,0.0,0.37258827686309814,0.45303030303030295
0,4,43.51483832425723,43.51483832425723,140,140,0.0,0.6928571428571428,91.0077519379845,0.0,0.4786456227302551,0.04721428571428572
0,5,51.10909334811138,51.10909334811138,140,140,0.0,0.6785714285714286,83.7037037037037,0.0,0.4932658076286316,0.023857142857142855
0,6,54.83789738174141,54.83789738174141,140,140,0.0,0.6,83.80952380952381,0.0,0.46449175477027893,0.044000000000000004
0,7,44.195733061193174,44.195733061193174,140,140,0.0,0.6214285714285714,83.8993710691824,0.0,0.4860122799873352,0.0932857142857143
0,8,41.80302576626735,41.80302576626735,140,140,0.0,0.6071428571428571,76.96969696969697,0.0,0.43010327219963074,0.23935714285714285
0,9,60.945135645072014,60.945135645072014,140,140,0.0,0.5714285714285714,81.11111111111111,0.0,0.45790979266166687,0.0205
0,10,55.44669141726842,55.44669141726842,140,140,0.0,0.4785714285714286,77.71689497716895,0.0,0.4667137563228607,0.14114285714285715
0,11,52.20953096273401,52.20953096273401,140,140,0.0,0.5857142857142857,76.55172413793103,0.0,0.4746931493282318,0.08442857142857144
0,12,76.78500662279265,76.78500662279265,140,140,0.0,0.4928571428571429,80.65727699530517,0.0,0.5110529065132141,0.014571428571428572
0,13,43.80507241206665,43.80507241206665,140,140,0.0,0.5285714285714286,86.26262626262627,0.0,0.4525618255138397,0.16078571428571428
0,14,25.444485725824897,25.444485725824897,107,107,0.0,0.5420560747663551,89.93197278911565,0.0,0.40337562561035156,0.37149532710280375
0,15,56.97729098124706,56.97729098124706,140,140,0.0,0.45714285714285713,77.54385964912281,0.0,0.41193512082099915,0.15628571428571433
0,16,32.39526703285187,32.39526703285187,133,133,0.0,0.45864661654135336,91.11111111111111,0.0,0.40734896063804626,0.5057142857142854
0,17,6.828200697047453,6.828200697047453,44,44,0.0,0.5681818181818182,77.54385964912281,0.0,0.3149847388267517,0.3484090909090909
0,18,1.5552992261608276,1.5552992261608276,21,21,0.0,0.47619047619047616,84.24242424242424,0.0,0.3015548288822174,0.34285714285714286
0,19,8.063269741645183,8.063269741645183,77,77,0.0,0.5454545454545454,79.04761904761905,0.0,0.4103601574897766,0.6145454545454546
0,20,11.583144696346336,11.583144696346336,79,79,0.0,0.6075949367088608,78.92473118279571,0.0,0.3598959147930145,0.3053164556962025
0,21,64.41577430526084,64.41577430526084,140,140,0.0,0.5214285714285715,83.88059701492537,0.0,0.4722761809825897,0.050357142857142864
0,22,6.1094561717110905,6.1094561717110905,45,45,0.0,0.6,89.62962962962963,0.0,0.3304500877857208,0.4131111111111111
0,23,46.58013148589259,46.58013148589259,140,140,0.0,0.6142857142857143,79.75308641975309,0.0,0.4667823612689972,0.12314285714285715
0,24,37.363393375622856,37.363393375622856,140,140,0.0,0.6142857142857143,88.39506172839506,0.0,0.44757401943206787,0.1696428571428572
0,25,53.35263727668047,53.35263727668047,140,140,0.0,0.5714285714285714,90.0,0.0,0.47087258100509644,0.04221428571428572
0,26,70.36132439090579,70.36132439090579,140,140,0.0,0.44285714285714284,79.65811965811966,0.0,0.48197227716445923,0.0502857142857143
0,27,19.009023618313623,19.009023618313623,94,94,0.0,0.5957446808510638,82.80701754385966,0.0,0.4021245241165161,0.16723404255319152
0,28,32.39472882471775,32.39472882471775,140,140,0.0,0.6071428571428571,83.03030303030303,0.0,0.4558444023132324,0.20864285714285719
0,29,25.486506790733145,25.486506790733145,137,137,0.0,0.5036496350364964,81.56862745098039,0.0,0.4051322638988495,0.4251824817518245
0,30,55.23618004834101,55.23618004834101,140,140,0.0,0.5428571428571428,79.79166666666667,0.0,0.510398805141449,0.06264285714285717
0,31,66.44181206064367,66.44181206064367,140,140,0.0,0.5071428571428571,84.15458937198068,0.0,0.48113304376602173,0.02435714285714286
0,32,33.02631301909272,33.02631301909272,140,140,0.0,0.6,82.61904761904762,0.0,0.4585968852043152,0.16378571428571437
0,33,39.19095775739773,39.19095775739773,140,140,0.0,0.5285714285714286,79.1919191919192,0.0,0.4263423979282379,0.34328571428571436
0,34,33.02627067229145,33.02627067229145,140,140,0.0,0.65,81.7687074829932,0.0,0.46641719341278076,0.0987142857142857
0,35,41.11588606835579,41.11588606835579,140,140,0.0,0.5071428571428571,84.15458937198068,0.0,0.42287102341651917,0.187
0,36,55.35835563915501,55.35835563915501,140,140,0.0,0.5,82.85714285714286,0.0,0.45363858342170715,0.08521428571428571
0,37,70.44094272503281,70.44094272503281,140,140,0.0,0.4928571428571429,79.71830985915493,0.0,0.42518046498298645,0.020357142857142862
0,38,62.7661969110514,62.7661969110514,140,140,0.0,0.5142857142857142,77.64705882352942,0.0,0.49933311343193054,0.05642857142857144
0,39,46.788479880168566,46.788479880168566,140,140,0.0,0.5142857142857142,74.70588235294117,0.0,0.5270566344261169,0.14385714285714285
0,40,49.21389055837117,49.21389055837117,140,140,0.0,0.45714285714285713,74.9122807017544,0.0,0.43969255685806274,0.23657142857142854
0,41,69.18847301256523,69.18847301256523,140,140,0.0,0.39285714285714285,70.19607843137254,0.0,0.42969581484794617,0.0847857142857143
0,42,76.53715738507425,76.53715738507425,140,140,0.0,0.35714285714285715,75.55555555555556,0.0,0.40568503737449646,0.05850000000000001
0,43,5.741532743661315,5.741532743661315,28,28,0.0,0.21428571428571427,58.78787878787879,0.0,0.29524117708206177,0.5153571428571428
0,44,76.09028046356116,76.09028046356116,140,140,0.0,0.3142857142857143,64.02777777777777,0.0,0.45986685156822205,0.07085714285714287
0,45,-0.4249343229284964,-0.4249343229284964,21,21,0.0,0.19047619047619047,66.27450980392157,0.0,0.2689576745033264,0.5352380952380953
0,46,9.615032298171968,9.615032298171968,50,50,0.0,0.36,63.33333333333333,0.0,0.3154395818710327,0.5187999999999999
0,47,57.74859627166211,57.74859627166211,140,140,0.0,0.37857142857142856,61.22605363984675,0.0,0.39531373977661133,0.23350000000000004
0,48,52.805087711162656,52.805087711162656,140,140,0.0,0.2785714285714286,65.14851485148515,0.0,0.3651803433895111,0.44992857142857123
0,49,97.2542262044882,97.2542262044882,140,140,0.0,0.2857142857142857,63.99999999999999,0.0,0.43955153226852417,0.03307142857142858
0,50,82.72808481405772,82.72808481405772,140,140,0.0,0.32857142857142857,58.01418439716313,0.0,0.38869112730026245,0.03678571428571429
0,51,64.68645351772491,64.68645351772491,140,140,0.0,0.3142857142857143,64.72222222222221,0.0,0.3475264310836792,0.24271428571428574
0,52,7.19293896362997,7.19293896362997,35,35,0.0,0.42857142857142855,73.33333333333334,0.0,0.28072839975357056,0.332
0,53,14.653618622689196,14.653618622689196,57,57,0.0,0.45614035087719296,63.87096774193548,0.0,0.32756832242012024,0.33789473684210536
0,54,58.956479181619294,58.956479181619294,140,140,0.0,0.42857142857142855,64.16666666666666,0.0,0.436100035905838,0.1632142857142858
0,55,2.4725429284154297,2.4725429284154297,23,23,0.0,0.391304347826087,79.04761904761905,0.0,0.27428314089775085,0.5539130434782609
0,56,48.45991564196554,48.45991564196554,140,140,0.0,0.4857142857142857,69.81481481481482,0.0,0.42822569608688354,0.21278571428571433
0,57,61.773043090860924,61.773043090860924,140,140,0.0,0.5214285714285715,68.95522388059702,0.0,0.43068987131118774,0.04092857142857143
0,58,11.680813590846206,11.680813590846206,66,66,0.0,0.5757575757575758,67.14285714285715,0.0,0.34804362058639526,0.5387878787878788
0,59,12.214923798585282,12.214923798585282,64,64,0.0,0.515625,66.02150537634408,0.0,0.3068554997444153,0.5235937499999999
0,60,33.789214642951194,33.789214642951194,140,140,0.0,0.5785714285714286,75.81920903954803,0.0,0.4035874605178833,0.3114285714285716
0,61,34.66406480901219,34.66406480901219,140,140,0.0,0.6357142857142857,80.65359477124183,0.0,0.4608038365840912,0.2832857142857144
0,62,26.294933163858158,26.294933163858158,114,114,0.0,0.49122807017543857,83.44827586206897,0.0,0.34162312746047974,0.5500877192982455
0,63,52.455740526394024,52.455740526394024,140,140,0.0,0.55,84.33862433862433,0.0,0.4100371301174164,0.1145
0,64,67.4269242999871,67.4269242999871,140,140,0.0,0.39285714285714285,76.47058823529413,0.0,0.45554694533348083,0.13221428571428578
0,65,75.62056793038245,75.62056793038245,140,140,0.0,0.4714285714285714,78.01801801801803,0.0,0.4695354998111725,0.016714285714285716
0,66,46.30269576954583,46.30269576954583,140,140,0.0,0.5071428571428571,76.42512077294687,0.0,0.40695250034332275,0.21528571428571433
0,67,58.24607354019853,58.24607354019853,140,140,0.0,0.42142857142857143,78.93004115226337,0.0,0.4265628159046173,0.11771428571428569
0,68,-0.1484330227303795,-0.1484330227303795,17,17,0.0,0.35294117647058826,72.12121212121212,0.0,0.2921212911605835,0.4882352941176471
0,69,2.7071369942734513,2.7071369942734513,29,29,0.0,0.3448275862068966,84.56140350877193,0.0,0.2825254499912262,0.5441379310344827
0,70,20.055092234376307,20.055092234376307,78,78,0.0,0.44871794871794873,78.6046511627907,0.0,0.35419198870658875,0.41730769230769243
0,71,28.660660382935102,28.660660382935102,121,121,0.0,0.4628099173553719,73.33333333333334,0.0,0.3780992925167084,0.3222314049586778
0,72,5.5384093507832555,5.5384093507832555,53,53,0.0,0.5660377358490566,77.39130434782608,0.0,0.33078625798225403,0.40867924528301885
0,73,3.5887624945685515,3.5887624945685515,30,30,0.0,0.4,65.18518518518519,0.0,0.3016635477542877,0.404
0,74,8.669181168649652,8.669181168649652,53,53,0.0,0.4339622641509434,84.44444444444444,0.0,0.3577713966369629,0.40849056603773587
0,75,10.931325044828732,10.931325044828732,63,63,0.0,0.47619047619047616,88.28282828282829,0.0,0.36875149607658386,0.4606349206349207
0,76,61.653700438394615,61.653700438394615,140,140,0.0,0.4714285714285714,86.30630630630631,0.0,0.48324650526046753,0.048714285714285724
0,77,5.583978810296225,5.583978810296225,41,41,0.0,0.5121951219512195,66.66666666666667,0.0,0.2890845835208893,0.35999999999999993
0,78,8.476416997913281,8.476416997913281,47,47,0.0,0.40425531914893614,81.42857142857143,0.0,0.31372469663619995,0.44382978723404254
0,79,56.786488117912356,56.786488117912356,140,140,0.0,0.5071428571428571,91.8840579710145,0.0,0.4513562023639679,0.0973571428571429
0,80,42.0801097749442,42.0801097749442,140,140,0.0,0.5714285714285714,81.11111111111111,0.0,0.49625909328460693,0.13414285714285715
0,81,83.01939771464008,83.01939771464008,140,140,0.0,0.42857142857142855,85.83333333333334,0.0,0.5000602006912231,0.018214285714285718
0,82,70.30060458894263,70.30060458894263,140,140,0.0,0.4714285714285714,86.3063063063063,0.0,0.4696742594242096,0.02971428571428572
0,83,17.528004706854297,17.528004706854297,75,75,0.0,0.52,91.11111111111111,0.0,0.3759464621543884,0.1778666666666667
0,84,33.76177758239014,33.76177758239014,140,140,0.0,0.6642857142857143,85.53191489361703,0.0,0.4321981370449066,0.06621428571428573
0,85,67.0854435392965,67.0854435392965,140,140,0.0,0.5571428571428572,82.15053763440861,0.0,0.41471537947654724,0.009500000000000001
0,86,42.517615873326186,42.517615873326186,140,140,0.0,0.4857142857142857,83.7037037037037,0.0,0.42292359471321106,0.17428571428571432
0,87,58.31776744238294,58.31776744238294,140,140,0.0,0.4857142857142857,85.92592592592592,0.0,0.4264778792858124,0.10307142857142859
0,88,58.49395922657958,58.49395922657958,140,140,0.0,0.5214285714285715,78.50746268656717,0.0,0.4288640320301056,0.12314285714285714
